name,type,address,postcode,telephone,website,area_name,area_code,lon,lat
Mydentist - Tonge Moor Road - Bolton,Dentist,"513 Tonge Moor Road, Bolton",BL2 3BG,01204596500,http://www.mydentist.co.uk,Bolton,E08000001,-2.411601,53.596123
Mydentist - St. Marys Place - Bury,Dentist,"2 St. Marys Place, Bury",BL9 0DZ,01617644151,http://www.idhgroup.co.uk,Bury,E08000002,-2.300288,53.591547
Queens Road Dental and Cosmetic Centre,Dentist,"337 Queens Road, Manchester",M8 0JL,01612051113,,Manchester,E08000003,-2.225528,53.50234
Huntley Mount Medical Centre,General Practice,"Huntley Mount Road, Bury",BL9 6JA,01617616677,http://www.huntleymountmc.com,Bury,E08000002,-2.27859,53.600201
Mydentist - Standishgate - Wigan,Dentist,"100 Standishgate, Wigan",WN1 1XP,01942242620,http://www.idhgroup.co.uk,Wigan,E08000010,-2.628308,53.550802
Samedaydoctor Manchester Clinic,General Practice,"28 Queen Street, Manchester",M2 5HX,01618277868,http://www.samedaydoctor.co.uk,Manchester,E08000003,-2.247283,53.479455
Mydentist - Advanced Oral Health Centre - Red Rose - Wigan,Dentist,"50 New Market Street, Wigan",WN1 1SJ,01942242632,http://www.mydentist.co.uk,Wigan,E08000010,-2.631877,53.550202
Mydentist - Moor Road - Orrell,Dentist,"7 Moor Road, Orrell, Wigan",WN5 8ND,01942215091,http://www.mydentist.co.uk,Wigan,E08000010,-2.704943,53.53925
Mydentist - Atherton Road - Hindley,Dentist,"51 Atherton Road, Hindley, Wigan",WN2 3EA,01942258888,http://www.mydentist.co.uk,Wigan,E08000010,-2.57969,53.532885
Manchester Orthopaedic Clinical Services,General Practice,"19 Ellesmere Road, Eccles, Manchester",M30 9JY,01617070110,,Salford,E08000006,-2.341577,53.490531
Mydentist - High Street - Cheadle,Dentist,"19a High Street, Cheadle",SK8 1AX,01614911936,http://www.idhgroup.co.uk,Stockport,E08000007,-2.214146,53.394733
360 Dental Care Limited,Dentist,"6 Southern Street, Manchester",M3 4NJ,01618341000,http://www.360dentalcare.co.uk,Manchester,E08000003,-2.2520539999999998,53.475591
Drake Dental Practice,Dentist,"113 Drake Street, Rochdale",OL16 1PZ,01706644717,,Rochdale,E08000005,-2.155723,53.612379
Skin Medical Manchester,General Practice,"20 St Ann's Square, Manchester",M2 7HG,01618397663,http://www.skinmedical.co.uk,Manchester,E08000003,-2.246198,53.48219
Levenshulme Dental Practice,Dentist,"773 Stockport Road, Levenshulme, Manchester",M19 3DL,01612251589,,Manchester,E08000003,-2.19101,53.446816
Doctorcall Manchester,General Practice,"2-4 Exchange Street, St Ann's Square, Manchester",M2 7HA,08442579507,http://www.doctorcall.co.uk,Manchester,E08000003,-2.245632,53.48284
Sk:n - Manchester Albert Square,General Practice,"1 Albert Square, Manchester",M2 3FU,03300377489,http://www.sknclinics.co.uk,Manchester,E08000003,-2.245526,53.480126
Rochdale Ophthalmology Clinical Assessment and Treatment Service,General Practice,"The Croft Shifa, Belfield Road, Rochdale",OL16 2UP,08450774124,http://www.careuk.com,Rochdale,E08000005,-2.14084,53.622824
Kings Dental Centre,Dentist,"Unit 3 Garratt Way, Manchester",M18 8HE,01612208180,,Manchester,E08000003,-2.176031,53.461982
Spring Lane Dental Practice Limited,Dentist,"27 Spring Lane, Radcliffe, Manchester",M26 2TQ,01617248500,,Bury,E08000002,-2.32699,53.563083
Ainsworth Village Dental Practice,Dentist,"11 Church Street, Ainsworth, Bolton",BL2 5RA,01204382828,,Bury,E08000002,-2.35782,53.588135
Harwood Dental Care,Dentist,"21 Longsight, Harwood, Bolton",BL2 3HS,01204304568,http://www.harwooddentalcare.co.uk,Bolton,E08000001,-2.393855,53.60509
Mydentist - Morris Street - Manchester,Dentist,"Constable House, Morris Street, Withington, Manchester",M20 3HN,01614454749,http://www.mydentist.co.uk,Manchester,E08000003,-2.230465,53.434376
St Andrews House Medical Centre,General Practice,"Stalybridge Resource Centre, 2 Waterloo Road, Stalybridge",SK15 2AU,01613383181,http://www.standrewshousemedicalcentre.co.uk,Tameside,E08000008,-2.059094,53.484668
Langley Dental Practice (Rochdale),Dentist,"Croft Shifa Health Centre, Belfield Road, Rochdale",OL16 2UP,01616433703,http://www.langleydentalpractice.com,Rochdale,E08000005,-2.14084,53.622824
Bupa Centre - Manchester,General Practice,"111 Piccadilly, Manchester",M1 2HY,01612543300,http://www.bupa.co.uk,Manchester,E08000003,-2.23279,53.479522
Hyde Dental Access Centre,Dentist,"46 Union Street, Hyde, Manchester",SK14 1NX,01613662420,,Tameside,E08000008,-2.075911,53.449973
Deeplish Dental Practice,Dentist,"1st Floor, Nye Bevan House, Maclure Road, Rochdale",OL11 1DN,01706261870,,Rochdale,E08000005,-2.154239,53.611617
Charlestown Dental Practice Limited,Dentist,"Charlestown Health Centre, Charlestown Road, Blackley, Manchester",M9 7ED,01617953065,,Manchester,E08000003,-2.186902,53.52264
Willowbank Surgery,General Practice,"1 Church Lane, Harpurhey, Manchester",M9 4WH,01612059240,,Manchester,E08000003,-2.208318,53.50993
M60 Dental Care,Dentist,"872 Hollins Road, Oldham",OL8 4SR,01616242167,http://www.M60dentalcare.co.uk,Oldham,E08000004,-2.138447,53.52018
Mydentist - Stevenson Square - Manchester,Dentist,"43-45 Lever Street, Manchester",M1 1FN,01612242532,http://www.mydentist.co.uk,Manchester,E08000003,-2.233154,53.483214
Links Associates Ashton Ltd,Dentist,"Dental Surgery, Pennymeadow, Ashton-under-Lyne",OL6 6HD,01613304124,,Tameside,E08000008,-2.089184,53.489361
Links Associates Salford Ltd,Dentist,"141 Leicester Road, Salford",M7 4HJ,01617207612,,Salford,E08000006,-2.250473,53.514101
Ashid Hussain and Asif Saleem,Dentist,"6-8 Market Place, Ramsbottom, Bury",BL0 9HT,01706488096,,Bury,E08000002,-2.317958,53.649008
Emergency Department University Hospital South Manchester,General Practice,"Wythenshawe Hospital, Southmoor Road, Wythenshawe, Manchester",M23 9LT,01619987070,,Manchester,E08000003,-2.293183,53.387922
372 Dental,Dentist,"372 Bury Road, Bolton",BL2 6DD,01204522581,http://www.372dental.co.uk,Bolton,E08000001,-2.402583,53.580433
BARDOC - Waters Meeting Health Centre,General Practice,"Navigation Park, Waters Meeting Road, Bolton",BL1 8TT,01617638940,http://www.bardoc.com,Bolton,E08000001,-2.431389,53.595818
MASTA Travel Clinic - Manchester,General Practice,"STA Manchester, Unit 6, Barton Arcade, 556 Deansgate, Manchester",M3 2BW,03301004131,http://www.masta-travel-health.com,Manchester,E08000003,-2.246756,53.482225
Stockport Orthodontics,Dentist,"74 Macclesfield Road, Hazel Grove, Stockport",SK7 6DT,01625800333,http://www.stockportorthodontics.co.uk,Stockport,E08000007,-2.114114,53.366826
Ramsbottom Dental Surgery,Dentist,"72 Bridge Street, Ramsbottom, Bury",BL0 9AG,01706827755,http://www.ramsbottomdentalsurgery.co.uk,Bury,E08000002,-2.317878,53.648478
Tottington Dental Surgery,Dentist,"5 Back Chapel Street, Tottington, Bury",BL8 4AH,01204886881,,Bury,E08000002,-2.341179,53.615193
SimplyOne Dental,Dentist,"94 Henrietta Street, Ashton-under-Lyne",OL6 8NX,01613084129,,Tameside,E08000008,-2.092735,53.493807
Bennison Dental Practice,Dentist,"Dental Surgery, 401-405 Halliwell Road, Bolton",BL1 8DE,01204491946,http://www.andrewbennison.co.uk,Bolton,E08000001,-2.444339,53.594271
Seven Brooks Medical Centre,General Practice,"21 Church Street, Atherton, Manchester",M46 9DE,01942483933,,Wigan,E08000010,-2.489022,53.524185
Laserase Bolton Limited,General Practice,"71 Redgate Way, Farnworth, Bolton",BL4 0JL,01204570900,http://www.laserase-bolton.co.uk,Bolton,E08000001,-2.429374,53.550328
Dickenson Road Medical Centre,General Practice,"357-359 Dickenson Road, Longsight, Manchester",M13 0WQ,01612246522,,Manchester,E08000003,-2.200961,53.455985
Smile Creator Dental Surgery,Dentist,"332-334 Norris Road, Sale",M33 2UG,01619699907,,Trafford,E08000009,-2.2994,53.414594
Brooklyn Court Dental Practice,Dentist,"390 Wilmslow Road, Withington, Manchester",M20 3NA,01614453647,,Manchester,E08000003,-2.224203,53.437041
Swan Dental Care,Dentist,"48 Higher Swan Lane, Bolton",BL3 3AT,01204657513,http://www.synergydental.org.uk,Bolton,E08000001,-2.441218,53.560145
530 Bolton Partnership,Dentist,"530 Chorley Old Road, Bolton",BL1 6AB,01204843196,,Bolton,E08000001,-2.461747,53.588938
Jarvis Medical Practice - GPCC,General Practice,"137 Glodwick Road, Oldham",OL4 1YN,01616229220,,Oldham,E08000004,-2.095095,53.537786
"Bupa - Chorley Old Road, Bolton",Dentist,"530 Chorley Old Road, Bolton",BL1 6AB,01204843196,,Bolton,E08000001,-2.461747,53.588938
Bosden Farm Dental Practice,Dentist,"8 Fulmar Drive, Stockport",SK2 5JL,01614568716,http://www.bosdenfarmdentalpractice.co.uk,Stockport,E08000007,-2.109698,53.391036
Ethos Dental Care,Dentist,"126 Wellington Road North, Stockport",SK4 2LL,01614775142,http://www.ethosdental.co.uk,Stockport,E08000007,-2.16936,53.416629
One Dental,Dentist,"1 Milnrow Road, Rochdale",OL16 1UG,01706352319,,Rochdale,E08000005,-2.150936,53.613938
The Dale Medical Practice,General Practice,"2nd Floor Nye Bevan House, Maclure Road, Rochdale",OL11 1DN,01706261900,,Rochdale,E08000005,-2.154239,53.611617
Mydentist - Heaton Moor Road - Stockport,Dentist,"162 Heaton Moor Road, Stockport",SK4 4HS,01614327400,http://www.idhdentiststockportheatonmoor.co.uk,Stockport,E08000007,-2.188975,53.419053
Little Lever Health Centre,General Practice,"Mytham Road, Little Lever, Bolton",BL3 1JF,01204462988,,Bolton,E08000001,-2.370624,53.559818
Nuffield Health Manchester Printworks Fitness and Wellbeing Centre,General Practice,"The Printworks, 27 Withy Grove, Manchester",M4 2BS,01614646947,http://www.nuffieldhealth.com,Manchester,E08000003,-2.240778,53.485169
Ethos Dental Care Limited,Dentist,"126 Wellington Road North, Stockport",SK4 2LL,01614775142,http://www.ethosdental.co.uk,Stockport,E08000007,-2.16936,53.416629
Poppies Dental Care,Dentist,"24 Urmston Lane, Stretford, Manchester",M32 9BP,01618651633,,Trafford,E08000009,-2.315487,53.445617
Revive Dental Care - Ancoats,Dentist,"Old Mill Street, Manchester",M4 6EE,01617469029,http://www.revivedentalcare.co.uk,Manchester,E08000003,-2.219472,53.4829
Revive Dental Care - Ashton,Dentist,"193 Old Street, Ashton Under Lyne",OL6 7SR,01617891557,http://www.revivedentalcare.co.uk,Tameside,E08000008,-2.099981,53.485827
Revive Dental Care - Stockport,Dentist,"Kingsgate, Wellington Road North, Stockport",SK4 1LW,01614265684,,Stockport,E08000007,-2.165957,53.412533
Revive Dental Care - Manchester city centre,Dentist,"2 Bexley Square, Salford",M3 6BZ,01618345166,,Salford,E08000006,-2.258807,53.483621
Revive Dental Care - Circle OOH,Dentist,"10 Davyhulme Circle, Urmston, Manchester",M41 0SS,01617469029,http://www.revivedentalcare.co.uk,Trafford,E08000009,-2.356522,53.457445
Limes Dental Centre,Dentist,"2 Simpson Grove, Boothstown, Worsley, Manchester",M28 1LY,01617037773,http://www.limesdental.com,Salford,E08000006,-2.419883,53.503352
Ultima Vitality,General Practice,"718A Wilmslow Road, Manchester",M20 2DW,01614347373,http://www.ultimavitality.co.uk,Manchester,E08000003,-2.231744,53.417567
St Andrew's Dental Care,Dentist,"375 Ainsworth Road, Radcliffe, Manchester",M26 4HF,01617234274,,Bury,E08000002,-2.338975,53.574291
Freshdental,Dentist,"48 Wigan Road, Deane, Bolton",BL3 5PZ,0120464028,http://www.freshdental.co.uk,Bolton,E08000001,-2.45326,53.570895
Walkden Dental Practice,Dentist,"10-12 Memorial Road, Walkden, Manchester",M28 3AQ,01617902314,http://www.walkdendentalpractice.co.uk,Salford,E08000006,-2.398022,53.522876
207 Dental Care,Dentist,"207 Deansgate, Manchester",M3 3NW,01618340606,http://www.207dentalcare.com,Manchester,E08000003,-2.249026,53.478751
Family Dental Practice,Dentist,"177a Princess Road, Moss Side, Manchester",M14 4RL,01612268432,,Manchester,E08000003,-2.244741,53.453818
Avalon Dental Care,Dentist,"283 Slade Lane, Levenshulme, Manchester",M19 2HR,01612244345,,Manchester,E08000003,-2.199921,53.43988
Poundswick Lane Dental Practice,Dentist,"18 Poundswick Lane, Wythenshawe, Manchester",M22 9TD,01614993141,,Manchester,E08000003,-2.260386,53.382146
Brownley Green Dental Practice,Dentist,"Brownley Green Health Centre, Benchill Court Road, Wythenshawe, Manchester",M22 4GA,01612092702,,Manchester,E08000003,-2.256686,53.391916
Bolton Road Dental Practice,Dentist,"265 Bolton Road, Radcliffe, Manchester",M26 3QP,01617247344,,Bury,E08000002,-2.343533,53.562632
Crescent Dental Care,Dentist,"2 Crescent Road, Hale, Altrincham",WA15 9NA,01619298111,http://www.crescentdentalcare-hale.co.uk,Trafford,E08000009,-2.343866,53.374573
Thornley House Medical Centre,General Practice,"Thornley Street, Hyde",SK14 1JY,01613671791,,Tameside,E08000008,-2.076116,53.446746
Ash Villa Dental Practice,Dentist,"2 Harboro Way, Sale",M33 6QX,01619736890,http://www.ashvilladental.com,Trafford,E08000009,-2.3339,53.420586
Serenity Dental Spa,Dentist,"264 Barlow Moor Road, Chorlton, Manchester",M21 8HA,01618607000,http://www.crystalcare.co.uk,Manchester,E08000003,-2.268652,53.43186
Mydentist - Borough Arcade - Hyde,Dentist,"1 Borough Arcade, Hyde",SK14 2AA,01204799799,http://www.mydentist.co.uk,Tameside,E08000008,-2.07995,53.451813
The Dental Care Centre,Dentist,"75 Market Street, Little Lever, Bolton",BL3 1HH,01204796795,http://www.gentlesmile.co.uk,Bolton,E08000001,-2.371957,53.562266
Monton Green Dental Practice,Dentist,"17 Monton Green, Eccles, Manchester",M30 9LE,01617888769,http://www.montongreendental.co.uk,Salford,E08000006,-2.354851,53.491822
Haughton Green Dental Practice,Dentist,"87 Haughton Green Road, Denton, Manchester",M34 7GR,01613206228,,Tameside,E08000008,-2.097754,53.441472
Cleggs Lane Dental Practice,Dentist,"34 Cleggs Lane, Little Hulton, Manchester",M38 9WT,01617906682,,Salford,E08000006,-2.422774,53.53179
Calm Dental Care,Dentist,"132c Flixton Road, Urmston, Manchester",M41 5BG,01617476841,http://www.calmdentalcare.co.uk,Trafford,E08000009,-2.362664,53.448267
Windsor Dental Practice,Dentist,"Belvedere Road, Salford",M6 5EQ,01617361397,http://www.windsordental.co.uk,Salford,E08000006,-2.279415,53.487107
Jeremy Cooper Dental Practice,Dentist,"11 Victoria Road, Salford",M6 8FZ,01617895917,http://www.drjeremycooperbdslondsalford.co.uk,Salford,E08000006,-2.326647,53.491149
Dr David End - Cheetham Street East Salford,Dentist,"263 Great Cheetham Street East, Salford",M7 4UF,01617921960,,Salford,E08000006,-2.254856,53.503162
The Dental Practice,Dentist,"569 Cheetham Hill Road, Manchester",M8 9JE,01617403000,,Manchester,E08000003,-2.244998,53.51147
Church Lane Dental Practice,Dentist,"187 Church Lane, Harpurhey, Manchester",M9 4LY,01612051654,,Manchester,E08000003,-2.202169,53.507406
Mike Brown Dental,Dentist,"163 Drake Street, Rochdale",OL11 1EF,01706647746,,Rochdale,E08000005,-2.159499,53.61194
Littleborough Dental Practice,Dentist,"115 Featherstall Road, Littleborough",OL15 8JZ,01706376523,,Rochdale,E08000005,-2.106461,53.641858
Foxland Dental Surgery,Dentist,"42 Foxland Road, Gatley, Cheadle",SK8 4QB,01614910022,http://www.foxlanddental.co.uk,Stockport,E08000007,-2.230364,53.38779
Excel Dental Centre,Dentist,"1a Cheadle Road, Cheadle, Stockport",SK7 3DQ,01614281104,http://www.exceldental.co.uk,Stockport,E08000007,-2.164256,53.376808
Lotus Orthodontics,Dentist,"12a Market Street, Altrincham",WA14 1QB,,http://www.lotusorthodontics.com,Trafford,E08000009,-2.351254,53.388420000000004
Wood & Woolfstein Dental Practice,Dentist,"452 Barlow Moor Road, Chorlton, Manchester",M21 0BQ,01618812110,,Manchester,E08000003,-2.277668,53.443454
Circle Dental,Dentist,"16a The Circle, Barton Road, Stretford, Manchester",M32 9TR,01617482605,http://www.circledental.com,Trafford,E08000009,-2.336501,53.456569
Shevington Dental Practice,Dentist,"16 Gathurst Lane, Shevington, Wigan",WN6 8HA,01257252697,,Wigan,E08000010,-2.694238,53.571105
Mr Akeel Rahmatalla - Winton,Dentist,"1 Vaughan Street, Winton, Eccles, Manchester",M30 8DH,01617893808,,Salford,E08000006,-2.368096,53.49128
Green and Green Dental Surgery,Dentist,"100 Warrington Road, Newtown, Wigan",WN5 9AL,01942323939,,Wigan,E08000010,-2.652389,53.537445
Bolton Street Dental Practice,Dentist,"64 Bolton Street, Ramsbottom, Bury",BL0 9HX,01706825960,http://www.boltonstreetdental.co.uk,Bury,E08000002,-2.318941,53.647019
A R Dental,Dentist,"1 Albert Road, Cheadle Hulme, Cheadle",SK8 5DB,01614851193,,Stockport,E08000007,-2.193014,53.377358
Harpers Dental Practice,Dentist,"32 Bradford Street, The Haulgh, Bolton",BL2 1JJ,01204521140,http://www.harpersdentalpractice.org.uk,Bolton,E08000001,-2.417273,53.576751
Bromley Cross Dental Practice,Dentist,"227-229 Darwen Road, Bromley Cross, Bolton",BL7 9BS,01204308488,,Bolton,E08000001,-2.420162,53.615328
Ash Dental Practice,Dentist,"228-230 Liverpool Road, Eccles, Manchester",M30 0PF,01617890082,http://www.ashdental.co.uk,Salford,E08000006,-2.352501,53.482931
Kearsley Dental Care,Dentist,"25 Bolton Road, Kearsley, Bolton",BL4 8DB,01204573573,,Bolton,E08000001,-2.388475,53.544353
Haslam Park Dental Practice,Dentist,"208 Wigan Road, Bolton",BL3 5QE,01204654141,,Bolton,E08000001,-2.460819,53.568942
Bolton Orthodontic Centre,Dentist,"464 Manchester Road, Bolton",BL3 2NU,01204382242,,Bolton,E08000001,-2.413781,53.564054
406 Dental,Dentist,"406 Bury Old Road, Prestwich, Manchester",M25 1PZ,,http://www.406dental.com,Bury,E08000002,-2.269477,53.535937
Hind Dental Practice,Dentist,"1 Mesnes Park Terrace, Wigan",WN1 1SU,01942243339,,Wigan,E08000010,-2.633572,53.55049
Wood and Associates Dental Care Limited,Dentist,"673 Manchester Road, Denton, Manchester",M34 2NA,01613368036,,Tameside,E08000008,-2.149568,53.4574
Firwood Dental Practice,Dentist,"918 Middleton Road, Chadderton, Oldham",OL9 9SB,01616244297,http://www.firwooddental.co.uk,Oldham,E08000004,-2.160668,53.549157
Royton Health and Wellbeing Centre,Dentist,"Park Street, Royton, Oldham",OL2 6QW,01613624005,,Oldham,E08000004,-2.121594,53.566109
Elmfield Dental Practice,Dentist,"194 Stockport Road, Marple, Stockport",SK6 6DL,01614499740,,Stockport,E08000007,-2.072611,53.396107
Wallace Thomas Hobson & Emmett - Glebe Street,Dentist,"Dental Surgery, Glebe Street, Ashton Under Lyne",OL6 6HD,01613302351,,Tameside,E08000008,-2.089184,53.489361
Rosehill Dental Practice,Dentist,"301 Stockport Road, Marple, Stockport",SK6 6ES,01614272255,http://www.rosehilldentalpractice.co.uk,Stockport,E08000007,-2.082657,53.396164
Kinshuck Family Dentistry Limited,Dentist,"341 Ormskirk Road, Pemberton, Wigan",WN5 9DL,01942214605,http://www.famdentistry.co.uk,Wigan,E08000010,-2.663036,53.537108
East Road Care Limited,Dentist,"73 East Road, Longsight, Manchester",M12 5QY,01612245875,,Manchester,E08000003,-2.193587,53.453849
Lowton Dental Centre,Dentist,"7a Stone Cross Lane, Lowton, Warrington",WA3 2SA,01942722224,,Wigan,E08000010,-2.581607,53.474612
Hindley Dental Practice,Dentist,"1-3 Ladies Lane, Hindley, Wigan",WN2 2QA,01942255315,,Wigan,E08000010,-2.576461,53.538446
Pritchards Dental Practice Limited,Dentist,"20 Union Street, Oldham",OL1 1BE,01616787287,http://www.pritcharddental.co.uk,Oldham,E08000004,-2.114549,53.539593000000004
Simkins Dental Care,Dentist,"7 Lostock Road, Davyhulme, Manchester",M41 0SU,01617483378,,Trafford,E08000009,-2.35454,53.458028
The Blackley Dental Practice,Dentist,"371 Victoria Avenue, Blackley, Manchester",M9 8WQ,01617954547,http://www.pipdentalcare.com,Manchester,E08000003,-2.231243,53.533391
Revive Dental Care,Dentist,"72 Rocky Lane, Monton, Eccles, Manchester",M30 9LY,01617891557,http://www.revivedentalcare.co.uk,Salford,E08000006,-2.350298,53.495172
Pinfold Dental Practice Limited,Dentist,"34 Hattersley Road East, Hattersley, Hyde",SK14 3QJ,01613681390,,Tameside,E08000008,-2.029306,53.44639
Horwich Dental Care Centre Limited,Dentist,"517 Chorley New Road, Horwich, Bolton",BL6 6JT,08445769984,http://www.horwichdentalcare.net,Bolton,E08000001,-2.534953,53.590017
H M Forest Bank Prison,Dentist,"Forestbank, Swinton, Manchester",M27 8FB,01619257000,,Salford,E08000006,-2.302093,53.514251
"Bupa - St Anns Square, Manchester",Dentist,"14 St Ann's Square, Manchester",M2 7HQ,01618342627,,Manchester,E08000003,-2.245837,53.482236
Hale Family Dental Centre,Dentist,"1a Cambridge Road, Hale, Altrincham",WA15 9SY,01619281380,http://www.halefamilydental.co.uk,Trafford,E08000009,-2.342935,53.376518
Bridgewater Dental Surgery,Dentist,"4 The Packet House & Boatsteps, Barton Road, Worsley, Manchester",M28 2PB,01617279119,http://www.bridgewaterdentalsurgery.com,Salford,E08000006,-2.381317,53.499895
The Cottage Dental Practice,Dentist,"38 Ack Lane West, Cheadle Hulme, Cheadle",SK8 7EL,01614858000,,Stockport,E08000007,-2.182803,53.365734
Gary Knowles Dental Practice,Dentist,"Partington Health Centre, Central Road, Partington, Manchester",M31 4FL,01617759053,,Trafford,E08000009,-2.425053,53.417437
Dash Dental Care,Dentist,"76 Church Road, Northenden, Manchester",M22 4NW,01619983630,,Manchester,E08000003,-2.256131,53.407162
Mr E H Burke Surgery,Dentist,"265 London Road, Hazel Grove, Stockport",SK7 4PL,01614832099,,Stockport,E08000007,-2.118386,53.378947
Church Road Dental and Cosmetic,Dentist,"32 Church Road, Cheadle Hulme, Cheshire, Cheadle",SK8 7JB,01614860743,,Stockport,E08000007,-2.185722,53.366619
Birch Dental Practice Limited,Dentist,"2 Hythe Close, Rusholme, Manchester",M14 5AT,01612248127,,Manchester,E08000003,-2.221393,53.452336
The Square Advanced Dental Care,Dentist,"2 Hollins House, 327 Hale Road, Hale Barns, Altrincham",WA15 8TS,07921040842,http://www.thesquaredental.com,Trafford,E08000009,-2.312745,53.369473
Northern Orthodontics,Dentist,"Ashton Primary Care Centre, 193 Old Street, Ashton Under Lyne",OL6 7SR,01613435245,,Tameside,E08000008,-2.099981,53.485827
Inglewood House Dental Practice,Dentist,"225 Bury New Road, Whitefield, Manchester",M45 8GW,01617664506,http://www.inglewood-house.co.uk,Bury,E08000002,-2.295923,53.550715
Ramsbottom Dental Care,Dentist,"9-11 Peel Brow, Ramsbottom, Bury",BL0 0AA,01706829201,,Bury,E08000002,-2.312381,53.647755
Wigan Dental Centre,Dentist,"44 Whelley, Whelley, Wigan",WN1 3PQ,01942826366,,Wigan,E08000010,-2.617943,53.551125999999996
Ashton Dental Practice,Dentist,"19 Wigan Road, Ashton-in-Makerfield, Wigan",WN4 9AR,01942271827,http://www.wecareforyoursmile.com,Wigan,E08000010,-2.637556,53.488211
The Dental Health Centre,Dentist,"1b School Lane, Didsbury, Manchester",M20 6RD,01614455459,http://www.didsburydentalhealth.com,Manchester,E08000003,-2.230962,53.417631
Mr John Booth - 4A Dental,Dentist,"4a Balderstone Road, Rochdale",OL11 2AJ,01706394470,,Rochdale,E08000005,-2.145694,53.596976
Horwich Dental Practice,Dentist,"19-21 Winter Hey Lane, Horwich, Bolton",BL6 7AD,,,Bolton,E08000001,-2.547054,53.599391
Grays Dental Care,Dentist,"62 Manchester Road, Altrincham",WA14 4PJ,01619281813,http://www.graysdental.co.uk,Trafford,E08000009,-2.35188,53.394981
Shaw Heath Family Dental Health Centre,Dentist,"212 Shaw Heath, Stockport",SK2 6QZ,01614298851,,Stockport,E08000007,-2.156921,53.397706
Mr C Carre BDS Dental Practice,Dentist,"Upper Unit 43, Stretford Mall, Manchester",M32 9BB,01618652431,,Trafford,E08000009,-2.310817,53.445206
KS Dental Sale Manchester,Dentist,"331 Washway Road, Sale",M33 4EE,01619732753,,Trafford,E08000009,-2.337966,53.413385
Langworthy Dental Practice,Dentist,"192 Langworthy Road, Salford",M6 5PP,01617362695,,Salford,E08000006,-2.294577,53.487206
Edgeley Dental Practice Limited,Dentist,"146 Grenville Street, Edgeley, Stockport",SK3 9ET,01614803083,,Stockport,E08000007,-2.170461,53.40238
Denuvo Dental,Dentist,"143 Lea Gate, Bolton",BL2 4BQ,01204593300,http://www.denuvodental.co.uk,Bolton,E08000001,-2.396245,53.605235
Oakley Dental,Dentist,"59 Bury Old Road, Prestwich, Manchester",M25 0FG,01617730111,http://www.oakleydental.co.uk,Bury,E08000002,-2.261372,53.520828
The Dental Practice - Wilbraham Road,Dentist,"135 Wilbraham Road, Fallowfield, Manchester",M14 7DS,01612247621,http://www.thedentalpracticefallowfield.com,Manchester,E08000003,-2.233932,53.443431
Boothstown Dental Practice,Dentist,"51 Leigh Road, Boothstown, Worsely, Manchester",M28 1HP,01617902830,,Salford,E08000006,-2.420855,53.502522
Collegiate Dental Practice,Dentist,"76 Brideoak Street, Cheetham Hill, Manchester",M8 0AB,01612051000,,Manchester,E08000003,-2.241421,53.505581
